1.570000000000000000e+03 1.272000000000000000e+03 1.120000000000000107e+01 -5.542562584220407373e+00 0.000000000000000000e+00
1.648000000000000000e+03 1.316000000000000000e+03 1.040000000000000036e+01 -6.928203230275508773e+00 0.000000000000000000e+00
1.583000000000000000e+03 1.350000000000000000e+03 8.800000000000000711e+00 -6.928203230275508773e+00 0.000000000000000000e+00
1.424000000000000000e+03 1.335000000000000000e+03 8.000000000000000000e+00 -5.542562584220407373e+00 0.000000000000000000e+00
1.360000000000000000e+03 1.291000000000000000e+03 8.800000000000000711e+00 -4.156921938165305974e+00 0.000000000000000000e+00
1.237000000000000000e+03 1.212000000000000000e+03 1.040000000000000036e+01 -1.385640646055101843e+00 0.000000000000000000e+00
1.372000000000000000e+03 1.222000000000000000e+03 1.120000000000000107e+01 -2.771281292110203687e+00 0.000000000000000000e+00
1.431000000000000000e+03 1.260000000000000000e+03 1.040000000000000036e+01 -4.156921938165305974e+00 0.000000000000000000e+00
1.360000000000000000e+03 1.291000000000000000e+03 8.800000000000000711e+00 -4.156921938165305974e+00 0.000000000000000000e+00
1.213000000000000000e+03 1.278000000000000000e+03 8.000000000000000000e+00 -2.771281292110203687e+00 0.000000000000000000e+00
1.164000000000000000e+03 1.238000000000000000e+03 8.800000000000000711e+00 -1.385640646055101843e+00 0.000000000000000000e+00
